,Nombre,Country,Source,Latitud,Longitud,Elevation,Fecha,Tipo,Comment,2H,18O,H3,H3Error,ExcessDeuterio,Conductivity,Precipitation,TempAir,TempWater,Vp,
527,BOGOTA,CO,GNIP - Monthly,4.7,-74.166667,2565,15/02/1976,Precipitation,,-27.9,-5.17,11.7,,13.46,,56,12.4,,11.9,
528,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/06/2018,Precipitation,,-89.86,-11.98,1.35,0.104415034,5.99,,,,,,
529,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/07/2018,Precipitation,,-85.09,-11.14,1.92,0.104114868,4.03,,,,,,
530,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/08/2018,Precipitation,,-61.72,-8.64,3.24,0.127276809,7.38,,,,,,
531,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/09/2018,Precipitation,,-31.3,-5.46,2.55,0.114176015,12.39,,,,,,
532,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/10/2018,Precipitation,,-78.59,-11.14,2.04,0.111228463,10.5,,,,,,
533,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/11/2018,Precipitation,,-55.65,-8.34,1.79,0.107146033,11.08,,,,,,
534,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/12/2018,Precipitation,,-68.9,-10.07,1.73,0.100915808,11.67,,,,,,
535,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/01/2019,Precipitation,,-10.29,-3.42,1.59,0.192677323,17.03,,,,,,
536,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/02/2019,Precipitation,,-28.62,-5.15,,,12.6,,,,,,
537,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/03/2019,Precipitation,,-27.21,-5.31,,,15.25,,,,,,
538,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/04/2019,Precipitation,,-71.75,-10.53,,,12.52,,,,,,
539,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/05/2019,Precipitation,,-105.3,-14,,,6.7,,,,,,
540,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/06/2019,Precipitation,,-108.01,-14.58,,,8.61,,,,,,
541,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/07/2019,Precipitation,,-79.12,-10.66,,,6.13,,,,,,
542,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/08/2019,Precipitation,,-62.8,-8.61,,,6.1,,,,,,
543,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/09/2019,Precipitation,,-45.46,-6.95,,,10.13,,,,,,
544,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/10/2019,Precipitation,,-78.17,-10.85,,,8.63,,,,,,
545,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/11/2019,Precipitation,,-59.17,-8.92,,,12.2,,,,,,
546,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/12/2019,Precipitation,,-28.52,-5.07,,,12.06,,,,,,
547,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/01/2020,Precipitation,,-22.94,-4.36,,,11.97,,,,,,
548,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/02/2020,Precipitation,,-8.07,-2.7,,,13.52,,,,,,
549,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/03/2020,Precipitation,,-56.38,-8.37,,,10.57,,,,,,
550,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/07/2020,Precipitation,,-73.68,-9.98,,,6.14,,,,,,
551,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/08/2020,Precipitation,,-67.58,-9.5,,,8.41,,,,,,
552,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/09/2020,Precipitation,,-51.06,-7.94,,,12.44,,,,,,
553,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/10/2020,Precipitation,,-46.5,-7.12,,,10.48,,,,,,
554,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/11/2020,Precipitation,,-100.06,-14.15,,,13.11,,,,,,
555,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/12/2020,Precipitation,,-25.09,-4.95,,,14.49,,,,,,
556,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/01/2021,Precipitation,,-25.27,-4.9,,,13.92,,,,,,
557,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/03/2021,Precipitation,,-105.78,-14.65,,,11.43,,,,,,
558,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,19/05/2021,Precipitation,,-116.02,-15.98,,,11.82,,,,,,
559,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/06/2021,Precipitation,,-90.36,-12.48,,,9.46,,,,,,
560,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/07/2021,Precipitation,,-58.02,-8.18,,,7.38,,,,,,
561,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/08/2021,Precipitation,,-78.33,-11.23,,,11.49,,,,,,
562,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,15/09/2021,Precipitation,,-43.59,-7.19,,,13.95,,,,,,
563,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,16/10/2021,Precipitation,,-69.07,-10.17,,,12.29,,,,,,
564,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,16/11/2021,Precipitation,,-79.65,-11.36,,,11.26,,,,,,
565,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,17/12/2021,Precipitation,,-10.87,-2.71,,,10.79,,,,,,
566,BOGOTA2,CO,IDEAM,4.621664,-74.103436,2581,17/02/2022,Precipitation,,-27.22,-5.14,,,13.93,,,,,,
567,BOLIVIA,CO,IDEAM,5.328269444,-75.112,1809,15/12/2015,Precipitation,,-15.12,-3.24,,,10.79,,,,,,
568,BOLIVIA,CO,IDEAM,5.328269444,-75.112,1809,15/01/2016,Precipitation,,2.02,-1.31,,,12.51,,,,,,
569,BOLIVIA,CO,IDEAM,5.328269444,-75.112,1809,15/02/2016,Precipitation,,2.38,-1.23,,,12.22,,,,,,
570,BOLIVIA,CO,IDEAM,5.328269444,-75.112,1809,15/03/2016,Precipitation,,-4.27,-2.16,,,12.99,,,,,,
571,BOLIVIA,CO,IDEAM,5.328269444,-75.112,1809,15/04/2016,Precipitation,,-50.41,-7.56,,,10.05,,,,,,
572,BOLIVIA,CO,IDEAM,5.328269444,-75.112,1809,15/05/2016,Precipitation,,-91.44,-12.56,,,9.03,,,,,,
573,BOLIVIA,CO,IDEAM,5.328269444,-75.112,1809,15/06/2016,Precipitation,,-58.58,-8.46,,,9.11,,,,,,
574,BOLIVIA,CO,IDEAM,5.328269444,-75.112,1809,15/07/2016,Precipitation,,-54.71,-8.24,,,11.19,,,,,,
575,BOLIVIA,CO,IDEAM,5.328269444,-75.112,1809,15/08/2016,Precipitation,,-32.41,-5.56,,,12.05,,,,,,
576,BOLIVIA,CO,IDEAM,5.328269444,-75.112,1809,15/09/2016,Precipitation,,-49.98,-7.86,,,12.9,,,,,,
577,BOLIVIA,CO,IDEAM,5.328269444,-75.112,1809,15/10/2016,Precipitation,,-72.13,-10.42,,,11.2,,,,,,
578,BOLIVIA,CO,IDEAM,5.328269444,-75.112,1809,15/12/2016,Precipitation,,-61.02,-8.98,,,10.8,,,,,,
579,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/12/2014,Precipitation,,-33.71,-4.96,,,6.01,,,,,,
580,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/01/2015,Precipitation,,2.73,-0.9,,,9.94,,,,,,
581,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/02/2015,Precipitation,,9.82,0.09,,,9.08,,,,,,
582,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/03/2015,Precipitation,,4.78,-0.22,,,6.58,,,,,,
583,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/04/2015,Precipitation,,-15.07,-2.64,,,6.09,,,,,,
584,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/05/2015,Precipitation,,-32.11,-4.73,,,5.75,,,,,,
585,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/06/2015,Precipitation,,-37.03,-4.78,,,1.23,,,,,,
586,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/07/2015,Precipitation,,-36.93,-5.12,,,4.02,,,,,,
587,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/08/2015,Precipitation,,-37.88,-5.64,,,7.28,,,,,,
588,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/09/2015,Precipitation,,-44.97,-7,,,11.06,,,,,,
589,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/10/2015,Precipitation,,-28.96,-4.62,,,8.02,,,,,,
590,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/11/2015,Precipitation,,-52.33,-7.82,,,10.25,,,,,,
591,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/12/2015,Precipitation,,-16.76,-2.26,,,1.32,,,,,,
592,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/01/2016,Precipitation,,7.54,-0.2,,,9.18,,,,,,
593,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/02/2016,Precipitation,,-23.4,-4.04,,,8.94,,,,,,
594,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/03/2016,Precipitation,,10.69,0.2,,,9.13,,,,,,
595,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/04/2016,Precipitation,,10.36,0.34,,,7.62,,,,,,
596,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/05/2016,Precipitation,,-78.47,-10.57,,,6.1,,,,,,
597,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/06/2016,Precipitation,,-54.77,-7.43,,,4.65,,,,,,
598,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/07/2016,Precipitation,,-54.53,-7.71,,,7.13,,,,,,
599,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/08/2016,Precipitation,,-30.4,-4.54,,,5.96,,,,,,
600,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/09/2016,Precipitation,,-35.92,-5.44,,,7.59,,,,,,
601,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/10/2016,Precipitation,,-46.8,-7.37,,,12.15,,,,,,
602,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/11/2016,Precipitation,,-66.39,-9.74,,,11.51,,,,,,
603,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/12/2016,Precipitation,,-51.5,-7.21,,,6.2,,,,,,
604,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/01/2017,Precipitation,,-24.87,-4.03,,,7.34,,,,,,
605,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/02/2017,Precipitation,,5.34,-1.27,,,15.5,,,,,,
606,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/03/2017,Precipitation,,-14.85,-3.68,,,14.57,,,,,,
607,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/04/2017,Precipitation,,-65.26,-9.28,,,8.97,,,,,,
608,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/05/2017,Precipitation,,-97.82,-13.15,,,7.38,,,,,,
609,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/06/2017,Precipitation,,-95.07,-12.72,,,6.69,,,,,,
610,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/07/2017,Precipitation,,-62.85,-8.49,,,5.1,,,,,,
611,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/08/2017,Precipitation,,-31.6,-4.71,,,6.08,,,,,,
612,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/09/2017,Precipitation,,-48.68,-6.5,,,3.35,,,,,,
613,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/10/2017,Precipitation,,-72.62,-9.36,,,2.24,,,,,,
614,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/11/2017,Precipitation,,-41.51,-5.4,,,1.65,,,,,,
615,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/12/2017,Precipitation,,-13.4,-2.9,,,9.8,,,,,,
616,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/01/2018,Precipitation,,-28.2,-5.22,,,13.56,,,,,,
617,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/02/2018,Precipitation,,1.4,-1.51,,,13.48,,,,,,
618,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/03/2018,Precipitation,,-19.5,-3.38,,,7.54,,,,,,
619,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/04/2018,Precipitation,,-56.5,-7.75,,,5.5,,,,,,
620,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/05/2018,Precipitation,,-98.9,-12.77,,,3.26,,,,,,
621,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/06/2018,Precipitation,,-69.8,-8.77,,,0.36,,,,,,
622,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/07/2018,Precipitation,,-57.1,-7.85,,,5.7,,,,,,
623,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/08/2018,Precipitation,,-40.4,-6.87,,,14.56,,,,,,
624,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/09/2018,Precipitation,,-42.2,-6.46,,,9.48,,,,,,
625,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/10/2018,Precipitation,,-60.5,-9.12,,,12.46,,,,,,
626,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/11/2018,Precipitation,,-55,-8.38,,,12.04,,,,,,
627,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/12/2018,Precipitation,,-1,-1.47,,,10.76,,,,,,
628,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/02/2019,Precipitation,,5.4,0.74,,,-0.52,,,,,,
629,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/03/2019,Precipitation,,-8.9,-2.57,,,11.66,,,,,,
630,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/04/2019,Precipitation,,-31.7,-5.4,,,11.5,,,,,,
631,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/05/2019,Precipitation,,-79.5,-11.01,,,8.58,,,,,,
632,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/07/2019,Precipitation,,-35.9,-5.5,,,8.1,,,,,,
633,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/08/2019,Precipitation,,-21.9,-4.08,,,10.74,,,,,,
634,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/09/2019,Precipitation,,-54,-8.35,,,12.8,,,,,,
635,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/10/2019,Precipitation,,-51.9,-8.33,,,14.74,,,,,,
636,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/11/2019,Precipitation,,-31.7,-6.19,,,17.82,,,,,,
637,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/12/2019,Precipitation,,-16.9,-3.4,,,10.3,,,,,,
638,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/01/2020,Precipitation,,1.3,-1.4,,,12.5,,,,,,
639,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/02/2020,Precipitation,,5.4,-0.43,,,8.84,,,,,,
640,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,17/09/2021,Precipitation,,-43,-6.25,,,7,,,,,,
641,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,17/10/2021,Precipitation,,-78.6,-11.41,,,12.68,,,,,,
642,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/11/2021,Precipitation,,-74.7,-10.8,,,11.7,,,,,,
643,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/12/2021,Precipitation,,-7.9,-2.84,,,14.82,,,,,,
644,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,17/01/2022,Precipitation,,6.4,-1.2,,,16,,,,,,
645,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/02/2022,Precipitation,,-3.5,-2.22,,,14.26,,,,,,
646,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/03/2022,Precipitation,,-26.7,-4.33,,,7.94,,,,,,
647,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/04/2022,Precipitation,,-77.8,-11.03,,,10.44,,,,,,
648,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/05/2022,Precipitation,,-78.2,-10.87,,,8.76,,,,,,
649,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/06/2022,Precipitation,,-91.4,-12.46,,,8.28,,,,,,
650,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,16/07/2022,Precipitation,,-64.9,-9.19,,,8.62,,,,,,
651,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,16/08/2022,Precipitation,,-51,-7.71,,,10.68,,,,,,
652,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/09/2022,Precipitation,,-54,-7.75,,,8,,,,,,
653,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/10/2022,Precipitation,,-63.1,-9.6,,,13.7,,,,,,
654,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/11/2022,Precipitation,,-85.43,-12.03,,,10.81,,,,,,
655,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/12/2022,Precipitation,,-8.75,-3.29,,,17.57,,,,,,
656,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/01/2023,Precipitation,,-34.5,-5.98,,,13.34,,,,,,
657,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/02/2023,Precipitation,,-12.4,-3.17,,,12.96,,,,,,
658,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/03/2023,Precipitation,,-11.7,-2.94,,,11.82,,,,,,
659,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/04/2023,Precipitation,,-18.8,-3.63,,,10.24,,,,,,
660,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/05/2023,Precipitation,,-75.5,-10.54,,,8.82,,,,,,
661,BUCARAMANGA,CO,IDEAM,7.141388889,-73.11833333,1006,15/06/2023,Precipitation,,-54,-8.02,,,10.16,,,,,,
662,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,27/09/2016,Precipitation,,-35.4,-5.04,,,4.92,,,,,,
663,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/10/2016,Precipitation,,-29.8,-4.78,,,8.44,,,,,,
664,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/11/2016,Precipitation,,-31.8,-4.06,,,0.68,,,,,,
665,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/12/2016,Precipitation,,-16.2,-2.91,,,7.08,,,,,,
666,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/01/2017,Precipitation,,-14.7,-2.45,,,4.9,,,,,,
667,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/02/2017,Precipitation,,15.7,1.02,,,7.54,,,,,,
668,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/03/2017,Precipitation,,-16.7,-2.75,,,5.3,,,,,,
669,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/04/2017,Precipitation,,-27.5,-3.6,,,1.3,,,,,,
670,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/05/2017,Precipitation,,-57.5,-7.5,,,2.5,,,,,,
671,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/06/2017,Precipitation,,-51.4,-6,,,-3.4,,,,,,
672,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/08/2017,Precipitation,,-51,-5.51,,,-6.92,,,,,,
673,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/09/2017,Precipitation,,0,0.48,,,-3.84,,,,,,
674,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/10/2017,Precipitation,,-30.5,-3.9,,,0.7,,,,,,
675,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/11/2017,Precipitation,,-35.6,-5.31,,,6.88,,,,,,
676,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/12/2017,Precipitation,,-0.8,-1.44,,,10.72,,,,,,
677,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/01/2018,Precipitation,,-44.3,-6.2,,,5.3,,,,,,
678,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/02/2018,Precipitation,,-39.3,-5.07,,,1.26,,,,,,
679,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/03/2018,Precipitation,,9.5,-0.71,,,15.18,,,,,,
680,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/04/2018,Precipitation,,6.4,-0.66,,,11.68,,,,,,
681,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/05/2018,Precipitation,,-4.5,-1.78,,,9.74,,,,,,
682,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/06/2018,Precipitation,,-40.3,-5.17,,,1.06,,,,,,
683,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/08/2018,Precipitation,,-34.2,-4.08,,,-1.56,,,,,,
684,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/09/2018,Precipitation,,-20.9,-2.28,,,-2.66,,,,,,
685,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/10/2018,Precipitation,,-19.9,-3.5,,,8.1,,,,,,
686,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/11/2018,Precipitation,,-48.1,-7.42,,,11.26,,,,,,
687,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/12/2018,Precipitation,,-9.3,-2.44,,,10.22,,,,,,
688,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/01/2019,Precipitation,,12.4,0.08,,,11.76,,,,,,
689,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/02/2019,Precipitation,,21.8,2.24,,,3.88,,,,,,
690,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/03/2019,Precipitation,,5.1,-0.84,,,11.82,,,,,,
691,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/04/2019,Precipitation,,-14.5,-2.84,,,8.22,,,,,,
692,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/05/2019,Precipitation,,4.3,-0.98,,,12.14,,,,,,
693,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/08/2019,Precipitation,,-37.2,-4.82,,,1.36,,,,,,
694,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/09/2019,Precipitation,,-28.2,-3.38,,,-1.16,,,,,,
695,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/10/2019,Precipitation,,-38.6,-6.13,,,10.44,,,,,,
696,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/11/2019,Precipitation,,-16.9,-3.29,,,9.42,,,,,,
697,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/01/2020,Precipitation,,2.1,-1.22,,,11.86,,,,,,
698,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/03/2020,Precipitation,,-2.1,-1.64,,,11.02,,,,,,
699,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/04/2020,Precipitation,,4.4,-0.68,,,9.84,,,,,,
700,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/05/2020,Precipitation,,-60.7,-8.37,,,6.26,,,,,,
701,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/06/2020,Precipitation,,-70,-9.13,,,3.04,,,,,,
702,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/07/2020,Precipitation,,-35.4,-4.76,,,2.68,,,,,,
703,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/08/2020,Precipitation,,-11,-2.15,,,6.2,,,,,,
704,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/09/2020,Precipitation,,-20.7,-3.67,,,8.66,,,,,,
705,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/10/2020,Precipitation,,-18,-3.95,,,13.6,,,,,,
706,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/11/2020,Precipitation,,-79.4,-11.63,,,13.64,,,,,,
707,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/12/2020,Precipitation,,-28.9,-4.94,,,10.62,,,,,,
708,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/01/2021,Precipitation,,8.7,-0.48,,,12.54,,,,,,
709,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/02/2021,Precipitation,,12.2,0.32,,,9.64,,,,,,
710,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/03/2021,Precipitation,,12.5,-0.28,,,14.74,,,,,,
711,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/04/2021,Precipitation,,-13,-1.67,,,0.36,,,,,,
712,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,15/05/2021,Precipitation,,-78.3,-10.77,,,7.86,,,,,,
713,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,14/06/2021,Precipitation,,-56.3,-8.28,,,9.94,,,,,,
714,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,14/07/2021,Precipitation,,-29.9,-3.57,,,-1.34,,,,,,
715,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,13/08/2021,Precipitation,,-47.6,-7.33,,,11.04,,,,,,
716,CARMEN DE TONCHALÁ,CO,IDEAM,7.846694,-72.566667,307,13/09/2021,Precipitation,,-29.9,-4.72,,,7.86,,,,,,
